rank,fit,score,company,title,url,source,location,fit_reason,job_market,seniority,stack_signals,published_at,report_group
1,Excelente,100,Tractian,Software Engineer - IoT Applications,<https://himalayas.app/companies/tractian/jobs/software-engineer-iot-applications>,himalayas,Remote / Brazil,Brazil-based or Remote Brazil,brazil,Pleno,aws; typescript; postgres; redis; gcp; azure; distributed systems; architecture; cloud; platform; backend; api; go; python,2026-05-22T04:19:13.000Z,pleno
2,Excelente,100,Tractian,Senior Frontend Software Engineer,<https://himalayas.app/companies/tractian/jobs/senior-frontend-software-engineer>,himalayas,Remote / Brazil,Brazil-based or Remote Brazil,brazil,Senior,typescript; reactjs; architecture; platform; backend; frontend; jest,2026-05-21T20:36:19.000Z,senior
3,Excelente,100,Wynd Labs,Full Stack Engineer,<https://himalayas.app/companies/wynd-labs/jobs/full-stack-engineer>,himalayas,Remote,Brazil-friendly remote,brazil_friendly,Pleno,javascript; typescript; reactjs; node; redis; architecture; platform; backend; frontend; go,2026-05-21T20:31:43.000Z,pleno
4,Excelente,100,Creative Chaos,Principal DevOps Engineer (Azure),<https://himalayas.app/companies/creative-chaos/jobs/principal-devops-engineer-azure>,himalayas,Remote / Brazil,Brazil-based or Remote Brazil,brazil,Principal,aws; terraform; typescript; docker; azure; kubernetes; cloud; platform; python,2026-05-21T20:31:31.000Z,devops
5,Excelente,100,NFON AG,Senior Python Engineer - Voice AI Platform (all genders),<https://himalayas.app/companies/nfon-ag/jobs/senior-python-engineer-voice-ai-platform-all-genders>,himalayas,Remote,Brazil-friendly remote,brazil_friendly,Senior,typescript; docker; microservices; scrum; kubernetes; cloud; platform; backend; api; python,2026-05-22T07:42:47.000Z,senior
6,Excelente,100,Sezzle,Senior Software Engineer (Brazil),<https://himalayas.app/companies/sezzle/jobs/senior-software-engineer-brazil>,himalayas,Remote / Brazil,Brazil-based or Remote Brazil,brazil,Senior,aws; typescript; reactjs; react-native; postgres; kubernetes; architecture; cloud; platform; backend; frontend; api; go; python; java,2026-05-22T07:32:45.000Z,senior
7,Excelente,100,Canonical,Software Architect - Containers / Virtualisation,<https://himalayas.app/companies/canonical/jobs/software-architect-containers-virtualisation>,himalayas,"Remote / Afghanistan, Algeria, Angola, Argentina, Australia, Austria, Bangladesh, Belgium, Brazil, Canada, Chile, China, Colombia, Czechia, Denmark, Egypt, Ethiopia, Finland, France, Germany, Ghana, Greece, Hungary, India, Indonesia, Ireland, Israel, Italy, Japan, Kenya, Malaysia, Mexico, Mongolia, Morocco, Nepal, Netherlands, New Zealand, Nigeria, North Korea, Norway, Pakistan, Philippines, Poland, Portugal, Romania, Russian Federation, Saudi Arabia, Singapore, South Africa, South Korea, Spain, Sri Lanka, Sweden, Switzerland, Thailand, Tunisia, Turkey, Ukraine, United Arab Emirates, United Kingdom, United States, Vietnam",Brazil-friendly remote,brazil_friendly,Architect,typescript; docker; distributed systems; architecture; cloud; platform; api; go,2026-05-21T20:33:32.000Z,arq
8,Excelente,100,Bluelight Consulting,Fullstack PHP developer (Magento 2 + WordPress) - Remote. Latin America,<https://himalayas.app/companies/bluelight-consulting/jobs/fullstack-php-developer-magento-2-wordpress-remote-latin-america-6652621989>,himalayas,Remote / Brazil,Brazil-based or Remote Brazil,brazil,Pleno,javascript; typescript; redis; html-css; scrum; graphql; architecture; platform; frontend; api; go; java,2026-05-22T08:55:52.000Z,pleno
9,Excelente,100,RecargaPay,Senior Platform Engineer,<https://himalayas.app/companies/recargapay-com/jobs/senior-platform-engineer>,himalayas,Remote / Brazil,Brazil-based or Remote Brazil,brazil,Senior,aws; terraform; typescript; node; express; microservices; kubernetes; distributed systems; architecture; cloud; platform; api; go; python; java,2026-05-22T11:11:40.000Z,devops
10,Excelente,100,Fusemachines,Senior Software Engineer (Machine Learning ),<https://himalayas.app/companies/fusemachines/jobs/senior-software-engineer-machine-learning-979641740>,himalayas,Remote / Brazil,Brazil-based or Remote Brazil,brazil,Senior,aws; typescript; docker; microservices; architecture; api; go; python; java,2026-05-22T02:58:01.000Z,senior
11,Excelente,100,Campspot,Contract Software Developer - Marketplace,<https://himalayas.app/companies/campspot/jobs/contract-software-developer-marketplace>,himalayas,Remote / Brazil,Brazil-based or Remote Brazil,brazil,Pleno,aws; terraform; javascript; typescript; html-css; scrum; cloud; platform; backend; frontend; api; java; jest,2026-05-21T15:55:12.000Z,pleno
12,Excelente,100,Sporty Group,Backend Software Engineering Team Lead,<https://himalayas.app/companies/sporty-group/jobs/backend-software-engineering-team-lead>,himalayas,Remote,Brazil-friendly remote,brazil_friendly,Lead,aws; javascript; typescript; node; redis; microservices; kubernetes; architecture; cloud; backend; api; go; python; java,2026-05-22T03:21:58.000Z,senior
13,Excelente,99,Med-Metrix,1.050_Dev Program_Senior Software Engineer,<https://himalayas.app/companies/med-metrix/jobs/1-050_dev-program_senior-software-engineer>,himalayas,Remote,Brazil-friendly remote,brazil_friendly,Pleno,aws; terraform; javascript; typescript; postgres; html-css; architecture; cloud; backend; go; python; java,2026-05-21T16:54:02.000Z,pleno
14,Excelente,100,Cocoon,Software Engineer,<https://himalayas.app/companies/cocoon/jobs/software-engineer>,himalayas,Remote,Brazil-friendly remote,brazil_friendly,Pleno,aws; javascript; typescript; reactjs; node; express; postgres; graphql; backend; frontend; api; go,2026-05-21T20:36:51.000Z,pleno
15,Excelente,100,CI&T,"[Job - 29467] Senior Backend Developer, Brazil",<https://himalayas.app/companies/ci-t/jobs/job-29467-senior-backend-developer-brazil>,himalayas,Remote / Brazil,Brazil-based or Remote Brazil,brazil,Senior,typescript; microservices; azure; platform; backend; api; go; java,2026-05-22T06:17:48.000Z,senior
16,Excelente,100,Coderockr,Desenvolvedor Frontend,<https://himalayas.app/companies/coderockr/jobs/desenvolvedor-frontend>,himalayas,Remote / Brazil,Brazil-based or Remote Brazil,brazil,Pleno,javascript; typescript; reactjs; react-native; node; html-css; backend; frontend; api; go; python; java,2026-05-21T20:32:56.000Z,pleno
17,Excelente,100,Sigma Software,Middle/Senior Front-End Developer (React/TypeScript),<https://himalayas.app/companies/sigma-software-e561c036-16e4-4b2c-aa28-a33af9f3750b/jobs/middle-senior-front-end-developer-react-typescript>,himalayas,Remote / Brazil,Brazil-based or Remote Brazil,brazil,Senior,aws; javascript; typescript; reactjs; html-css; graphql; architecture; platform; backend; frontend; api; python; java,2026-05-22T10:23:12.000Z,senior
18,Excelente,100,Consensys,Senior Software Engineer - MetaMask Card,<https://himalayas.app/companies/consensys-io/jobs/senior-software-engineer-metamask-card>,himalayas,"Remote / Afghanistan, Albania, Algeria, Andorra, Angola, Anguilla, Antarctica, Antigua and Barbuda, Argentina, Armenia, Aruba, Austria, Azerbaijan, Bahamas, Bahrain, Barbados, Belarus, Belgium, Belize, Benin, Bermuda, Bolivia, Bonaire, Sint Eustatius and Saba, Bosnia and Herzegovina, Botswana, Bouvet Island, Brazil, Bulgaria, Burkina Faso, Burundi, Cabo Verde, Cameroon, Cayman Islands, Central African Republic, Chad, Chile, Colombia, Comoros, Congo, Congo, The Democratic Republic of the, Cook Islands, Costa Rica, Croatia, Cuba, Curaçao, Cyprus, Czechia, Côte d'Ivoire, Denmark, Djibouti, Dominica, Dominican Republic, Ecuador, Egypt, El Salvador, Equatorial Guinea, Eritrea, Estonia, Eswatini, Ethiopia, Falkland Islands (Malvinas), Faroe Islands, Finland, France, French Guiana, French Southern Territories, Gabon, Gambia, Georgia, Germany, Ghana, Gibraltar, Greece, Greenland, Grenada, Guadeloupe, Guatemala, Guernsey, Guinea, Guinea-Bissau, Guyana, Haiti, Heard Island and McDonald Islands, Holy See (Vatican City State), Honduras, Hungary, Iceland, Iran, Iraq, Ireland, Isle of Man, Israel, Italy, Jamaica, Jersey, Jordan, Kazakhstan, Kenya, Kuwait, Kyrgyzstan, Latvia, Lebanon, Lesotho, Liberia, Libya, Liechtenstein, Lithuania, Luxembourg, Madagascar, Malawi, Mali, Malta, Martinique, Mauritania, Mauritius, Mayotte, Mexico, Moldova, Monaco, Montenegro, Montserrat, Morocco, Mozambique, Namibia, Netherlands, Nicaragua, Niger, Nigeria, North Macedonia, Norway, Oman, Palestine, State of, Panama, Paraguay, Peru, Poland, Portugal, Puerto Rico, Qatar, Romania, Russian Federation, Rwanda, Réunion, Saint Barthélemy, Saint Helena, Ascension and Tristan da Cunha, Saint Kitts and Nevis, Saint Lucia, Saint Martin (French part), Saint Pierre and Miquelon, Saint Vincent and the Grenadines, San Marino, Sao Tome and Principe, Saudi Arabia, Senegal, Serbia, Seychelles, Sierra Leone, Sint Maarten (Dutch part), Slovakia, Slovenia, Somalia, South Africa, South Georgia and the South Sandwich Islands, South Sudan, Spain, Sudan, Suriname, Svalbard and Jan Mayen, Sweden, Switzerland, Syrian Arab Republic, Tajikistan, Tanzania, Togo, Trinidad and Tobago, Tunisia, Turkey, Turkmenistan, Turks and Caicos Islands, Uganda, Ukraine, United Arab Emirates, United Kingdom, Uruguay, Uzbekistan, Venezuela, Virgin Islands, British, Virgin Islands, U.S., Western Sahara, Yemen, Zambia, Zimbabwe, Åland Islands",Brazil-friendly remote,brazil_friendly,Senior,javascript; typescript; reactjs; react-native; express; scrum; platform; backend; frontend; api; go; java,2026-05-21T20:32:34.000Z,senior
19,Excelente,100,Sigma Software,Senior Product Engineer,<https://himalayas.app/companies/sigma-software-e561c036-16e4-4b2c-aa28-a33af9f3750b/jobs/senior-product-engineer>,himalayas,Remote / Brazil,Brazil-based or Remote Brazil,brazil,Senior,aws; javascript; typescript; nestjs; reactjs; docker; microservices; gcp; azure; kubernetes; architecture; cloud; platform; backend; frontend; api; java,2026-05-21T20:31:28.000Z,senior
20,Excelente,100,Coderockr,Desenvolvedor(a) Web - Backend Python (Django),<https://himalayas.app/companies/coderockr/jobs/desenvolvedor-a-web-backend-python-django>,himalayas,Remote / Brazil,Brazil-based or Remote Brazil,brazil,Pleno,aws; javascript; typescript; node; postgres; docker; html-css; architecture; cloud; backend; frontend; go; python,2026-05-21T20:37:26.000Z,pleno
21,Excelente,99,Parexel,Principal Systems Engineer,<https://himalayas.app/companies/parexel/jobs/principal-systems-engineer-3301555748>,himalayas,Remote / Brazil,Brazil-based or Remote Brazil,brazil,Principal,typescript; cloud; platform; go,2026-05-22T06:30:40.000Z,staff
22,Excelente,100,Next College Student Athlete (NCSA),Staff Mobile Software Engineer,<https://himalayas.app/companies/next-college-student-athlete-ncsa/jobs/staff-mobile-software-engineer>,himalayas,Remote,Brazil-friendly remote,brazil_friendly,Staff,aws; terraform; javascript; typescript; reactjs; react-native; express; postgres; redis; docker; kubernetes; platform; backend; api; go; java,2026-05-21T23:25:04.000Z,staff
23,Excelente,100,Great Minds,Staff Software Engineer,<https://himalayas.app/companies/great-minds/jobs/staff-software-engineer>,himalayas,Remote,Brazil-friendly remote,brazil_friendly,Staff,aws; javascript; typescript; reactjs; node; architecture; cloud; platform; go; java,2026-05-21T19:34:58.000Z,staff
24,Excelente,100,Swile,"Senior Software Engineer, Backend",<https://himalayas.app/companies/swile/jobs/senior-software-engineer-backend>,himalayas,Remote / Brazil,Brazil-based or Remote Brazil,brazil,Senior,typescript; redis; distributed systems; architecture; platform; backend; api; go; java,2026-05-21T20:36:06.000Z,senior
25,Excelente,95,Dev Technology Group,Software Developer (Always Recruiting),<https://himalayas.app/companies/dev-technology-group/jobs/software-developer-always-recruiting>,himalayas,Remote,Brazil-friendly remote,brazil_friendly,Pleno,javascript; typescript; node; html-css; platform; backend; api; go; java,2026-05-21T20:36:48.000Z,pleno
26,Excelente,94,Canonical,Software Engineer - Python/Golang - Kubernetes,<https://himalayas.app/companies/canonical/jobs/software-engineer-python-golang-kubernetes>,himalayas,"Remote / Austria, Bahrain, Belgium, Brazil, Canada, Czechia, Denmark, Egypt, Finland, France, Germany, Greece, Hungary, Ireland, Israel, Italy, Kuwait, Mexico, Morocco, Netherlands, Norway, Oman, Poland, Portugal, Qatar, Romania, Russian Federation, Saudi Arabia, South Africa, Spain, Sweden, Switzerland, Turkey, Ukraine, United Arab Emirates, United Kingdom, United States",Brazil-friendly remote,brazil_friendly,Pleno,typescript; kubernetes; cloud; platform; backend; api; go; python,2026-05-21T20:33:48.000Z,pleno
27,Excelente,91,Twilio,Presales Architect,<https://himalayas.app/companies/twilio/jobs/presales-architect>,himalayas,Remote / Brazil,Brazil-based or Remote Brazil,brazil,Architect,aws; javascript; typescript; reactjs; node; express; html-css; gcp; azure; architecture; cloud; platform; backend; frontend; api; go; python; java,2026-05-22T04:34:17.000Z,arq
28,Excelente,91,Canonical,Senior/Staff/Principal Engineer,<https://himalayas.app/companies/canonical/jobs/senior-staff-principal-engineer>,himalayas,Remote,worldwide-compatible remote,international,Principal,typescript; reactjs; docker; kubernetes; distributed systems; architecture; cloud; platform; backend; frontend; api; go; python,2026-05-21T20:33:56.000Z,staff
29,Excelente,91,Zscaler,Transformation Architect - LATAM,<https://himalayas.app/companies/zscaler/jobs/transformation-architect-latam>,himalayas,Remote / Brazil,Brazil-based or Remote Brazil,brazil,Architect,aws; typescript; express; scrum; gcp; azure; architecture; cloud; platform,2026-05-21T20:32:38.000Z,arq
30,Excelente,94,Canonical,"Staff Engineer, Development Lifecycle",<https://himalayas.app/companies/canonical/jobs/staff-engineer-development-lifecycle>,himalayas,"Remote / Algeria, Angola, Australia, Austria, Bahrain, Belgium, Brazil, Cameroon, Canada, China, Congo, The Democratic Republic of the, Czechia, Denmark, Egypt, Ethiopia, Finland, France, Germany, Ghana, Greece, Hungary, India, Ireland, Israel, Italy, Japan, Kenya, Kuwait, Madagascar, Mexico, Morocco, Mozambique, Namibia, Netherlands, New Zealand, Nigeria, Norway, Oman, Poland, Portugal, Qatar, Romania, Saudi Arabia, Senegal, Singapore, South Africa, South Korea, Spain, Sweden, Switzerland, Tanzania, Turkey, Uganda, United Arab Emirates, United Kingdom, United States, Zambia, Zimbabwe",Brazil-friendly remote,brazil_friendly,Staff,typescript; scrum; cloud; platform; go,2026-05-21T20:37:55.000Z,staff
31,Excelente,87,Tether Operations Limited,Lead Software Engineer - Mobile Development (Crypto Wallets) - 100% remote,<https://himalayas.app/companies/tether-operations-limited/jobs/lead-software-engineer-mobile-development-crypto-wallets-100-remote-5967444326>,himalayas,Remote,worldwide-compatible remote,international,Lead,javascript; typescript; reactjs; react-native; node; architecture; platform; backend; frontend; api; java,2026-05-22T04:29:20.000Z,senior
32,Otima,84,Med-Metrix,1.050_Dev Program_Lead Software Engineer,<https://himalayas.app/companies/med-metrix/jobs/1-050_dev-program_lead-software-engineer-4882064526>,himalayas,Remote,Brazil-friendly remote,brazil_friendly,Pleno,typescript; scrum; api; go,2026-05-22T00:26:40.000Z,pleno
33,Excelente,87,Creative Chaos,Mobile Architect,<https://himalayas.app/companies/creative-chaos/jobs/mobile-architect>,himalayas,Remote / Brazil,Brazil-based or Remote Brazil,brazil,Architect,typescript; reactjs; react-native; architecture; api; go,2026-05-21T20:34:14.000Z,arq
34,Excelente,87,CommandLink,Contract DevOps Engineer,<https://himalayas.app/companies/ats-rippling/jobs/contract-devops-engineer>,himalayas,Remote / Brazil,Brazil-based or Remote Brazil,brazil,Unspecified,aws; terraform; typescript; kubernetes; cloud; platform,2026-05-22T07:34:50.000Z,devops
35,Excelente,86,Canonical,Ubuntu Engineering Lead,<https://himalayas.app/companies/canonical/jobs/ubuntu-engineering-lead>,himalayas,Remote,worldwide-compatible remote,international,Lead,typescript; architecture; cloud; platform; api; go; python,2026-05-22T09:08:56.000Z,senior
36,Excelente,85,Arena Analytics,Cloud Engineer,<https://himalayas.app/companies/arena-analytics/jobs/cloud-engineer-6369184471>,himalayas,Remote / Brazil,Brazil-based or Remote Brazil,brazil,Unspecified,aws; terraform; typescript; reactjs; node; postgres; docker; distributed systems; architecture; cloud; platform; api; go,2026-05-22T04:26:14.000Z,devops
37,Excelente,99,Talent Sam,Front-End Developer,<https://himalayas.app/companies/talent-sam/jobs/front-end-developer>,himalayas,Remote,Brazil-friendly remote,brazil_friendly,Pleno,javascript; typescript; reactjs; html-css; scrum; architecture; backend; frontend; api; go; java,2026-05-21T20:37:58.000Z,pleno
38,Excelente,100,CI&T,"[Job 29232] Senior Node/React Developer, Brazil",<https://himalayas.app/companies/ci-t/jobs/job-29232-senior-node-react-developer-brazil>,himalayas,Remote / Brazil,Brazil-based or Remote Brazil,brazil,Senior,javascript; typescript; reactjs; node; express; docker; microservices; html-css; platform; backend; api; java; jest,2026-05-20T14:25:13.000Z,senior
39,Excelente,99,Newsela,Contract: Senior Site Reliability Engineer,<https://himalayas.app/companies/newsela/jobs/contract-senior-site-reliability-engineer>,himalayas,"Remote / Argentina, Brazil, Chile, Colombia, Costa Rica",Brazil-friendly remote,brazil_friendly,Senior,aws; terraform; typescript; postgres; redis; docker; scrum; gcp; architecture; cloud; go; python,2026-05-08T06:02:19.000Z,devops
40,Excelente,100,Domaine,Senior Front end Engineer (Contractor),<https://himalayas.app/companies/domaine/jobs/senior-front-end-engineer-contractor-9946665420>,himalayas,Remote / Brazil,Brazil-based or Remote Brazil,brazil,Senior,javascript; typescript; reactjs; html-css; graphql; architecture; platform; frontend; api; java,2026-05-19T10:03:40.000Z,senior
41,Excelente,99,Wynd Labs,Data Engineer,<https://himalayas.app/companies/wyndlabs/jobs/data-engineer>,himalayas,Remote,Brazil-friendly remote,brazil_friendly,Pleno,aws; terraform; typescript; node; docker; gcp; azure; kubernetes; cloud; go; python; java,2026-05-19T20:31:55.000Z,pleno
42,Excelente,100,CI&T,"[Job- 29190] Senior Developer .Net, Brazil",<https://himalayas.app/companies/ci-t/jobs/job-29190-senior-developer-net-brazil>,himalayas,Remote / Brazil,Brazil-based or Remote Brazil,brazil,Senior,typescript; microservices; azure; architecture; cloud; platform; backend; api; python,2026-05-18T02:06:45.000Z,senior
43,Excelente,99,CI&T,"[Job-29197] Senior DevOps Engineer, Remote, Brazil",<https://himalayas.app/companies/ci-t/jobs/job-29197-senior-devops-engineer-remote-brazil>,himalayas,Remote / Brazil,Brazil-based or Remote Brazil,brazil,Senior,aws; typescript; kubernetes; cloud; platform,2026-05-08T21:29:39.000Z,devops
44,Excelente,100,Cambium Learning Group,Senior Database Engineer II,<https://himalayas.app/companies/cambium-learning-group/jobs/senior-database-engineer-ii>,himalayas,Remote,Brazil-friendly remote,brazil_friendly,Senior,aws; typescript; express; docker; microservices; kubernetes; distributed systems; architecture; cloud; api; go,2026-05-19T07:46:37.000Z,senior
45,Excelente,100,CI&T,"[Job-29286] Senior Fullstack Developer, Brazil",<https://himalayas.app/companies/ci-t/jobs/job-29286-senior-fullstack-developer-brazil>,himalayas,Remote / Brazil,Brazil-based or Remote Brazil,brazil,Senior,aws; javascript; typescript; reactjs; node; postgres; redis; gcp; azure; kubernetes; architecture; cloud; platform; api; go; java,2026-05-12T06:47:40.000Z,senior
46,Excelente,100,Zencoder,Staff Software Engineer,<https://himalayas.app/companies/zencoder/jobs/staff-software-engineer-732349374>,himalayas,Remote,Brazil-friendly remote,brazil_friendly,Staff,aws; javascript; typescript; gcp; distributed systems; architecture; cloud; platform; backend; go; python; java,2026-05-17T16:22:48.000Z,staff
47,Excelente,100,CI&T,[Job 29283] SR Python Backend Developer Backend Python Sr,<https://himalayas.app/companies/ci-t/jobs/job-29283-sr-python-backend-developer-backend-python-sr>,himalayas,Remote / Brazil,Brazil-based or Remote Brazil,brazil,Senior,typescript; redis; docker; kubernetes; architecture; platform; backend; api; go; python,2026-05-12T19:20:17.000Z,senior
48,Excelente,100,Common Forge Ventures,"Senior Full-Stack Developer, AI Augmented Engineering",<https://www.getonbrd.com/jobs/senior-fullstack-developer-ai-augmented-engineering-common-forge-ventures-remote>,getonboard,"Remote / Central America, South America",LATAM remote,latam,Senior,aws; terraform; javascript; typescript; reactjs; node; postgres; docker; gcp; azure; cloud; platform; backend; frontend; python,2026-05-20T18:32:22.000Z,senior
49,Excelente,100,Consensys,Senior Software Engineer - MetaMask (Networks),<https://himalayas.app/companies/consensys-io/jobs/senior-software-engineer-metamask-networks>,himalayas,"Remote / Afghanistan, Albania, Algeria, Andorra, Angola, Anguilla, Antarctica, Antigua and Barbuda, Argentina, Armenia, Aruba, Austria, Azerbaijan, Bahamas, Bahrain, Barbados, Belarus, Belgium, Belize, Benin, Bermuda, Bolivia, Bonaire, Sint Eustatius and Saba, Bosnia and Herzegovina, Botswana, Bouvet Island, Brazil, Bulgaria, Burkina Faso, Burundi, Cabo Verde, Cameroon, Cayman Islands, Central African Republic, Chad, Chile, Colombia, Comoros, Congo, Congo, The Democratic Republic of the, Cook Islands, Costa Rica, Croatia, Cuba, Curaçao, Cyprus, Czechia, Côte d'Ivoire, Denmark, Djibouti, Dominica, Dominican Republic, Ecuador, Egypt, El Salvador, Equatorial Guinea, Eritrea, Estonia, Eswatini, Ethiopia, Falkland Islands (Malvinas), Faroe Islands, Finland, France, French Guiana, French Southern Territories, Gabon, Gambia, Georgia, Germany, Ghana, Gibraltar, Greece, Greenland, Grenada, Guadeloupe, Guatemala, Guernsey, Guinea, Guinea-Bissau, Guyana, Haiti, Heard Island and McDonald Islands, Holy See (Vatican City State), Honduras, Hungary, Iceland, Iran, Iraq, Ireland, Isle of Man, Israel, Italy, Jamaica, Jersey, Jordan, Kazakhstan, Kenya, Kuwait, Kyrgyzstan, Latvia, Lebanon, Lesotho, Liberia, Libya, Liechtenstein, Lithuania, Luxembourg, Madagascar, Malawi, Mali, Malta, Martinique, Mauritania, Mauritius, Mayotte, Mexico, Moldova, Monaco, Montenegro, Montserrat, Morocco, Mozambique, Namibia, Netherlands, Nicaragua, Niger, Nigeria, North Macedonia, Norway, Oman, Palestine, State of, Panama, Paraguay, Peru, Poland, Portugal, Puerto Rico, Qatar, Romania, Russian Federation, Rwanda, Réunion, Saint Barthélemy, Saint Helena, Ascension and Tristan da Cunha, Saint Kitts and Nevis, Saint Lucia, Saint Martin (French part), Saint Pierre and Miquelon, Saint Vincent and the Grenadines, San Marino, Sao Tome and Principe, Saudi Arabia, Senegal, Serbia, Seychelles, Sierra Leone, Sint Maarten (Dutch part), Slovakia, Slovenia, Somalia, South Africa, South Georgia and the South Sandwich Islands, South Sudan, Spain, Sudan, Suriname, Svalbard and Jan Mayen, Sweden, Switzerland, Syrian Arab Republic, Tajikistan, Tanzania, Togo, Trinidad and Tobago, Tunisia, Turkey, Turkmenistan, Turks and Caicos Islands, Uganda, Ukraine, United Arab Emirates, United Kingdom, United States, Uruguay, Uzbekistan, Venezuela, Virgin Islands, British, Virgin Islands, U.S., Western Sahara, Yemen, Zambia, Zimbabwe, Åland Islands",Brazil-friendly remote,brazil_friendly,Senior,javascript; typescript; reactjs; react-native; express; scrum; platform; backend; api; go; java,2026-05-19T18:48:07.000Z,senior
50,Excelente,99,Chainlink Labs,"Senior Site Reliability Engineer, Observability",<https://himalayas.app/companies/chainlink-labs/jobs/senior-site-reliability-engineer-observability>,himalayas,"Remote / Argentina, Brazil, Canada, Colombia, Mexico, United States",Brazil-friendly remote,brazil_friendly,Senior,aws; terraform; typescript; kubernetes; distributed systems; platform; api; go; python; java,2026-05-08T04:01:26.000Z,devops
51,Excelente,100,Truelogic,Senior Back-End Engineer (Rust) - Software,<https://himalayas.app/companies/truelogic-io/jobs/senior-back-end-engineer-rust-software-634812424>,himalayas,Remote / Brazil,Brazil-based or Remote Brazil,brazil,Senior,aws; typescript; docker; microservices; gcp; kubernetes; distributed systems; cloud; backend; api; python; java,2026-05-20T10:41:02.000Z,senior
52,Excelente,100,Motorola Solutions,Senior Software Engineer Full-Stack Typescript/NodeJS,<https://himalayas.app/companies/motorola-solutions/jobs/senior-software-engineer-full-stack-typescript-nodejs>,himalayas,Remote / Brazil,Brazil-based or Remote Brazil,brazil,Senior,aws; javascript; typescript; reactjs; node; microservices; micro-frontends; scrum; gcp; azure; architecture; cloud; platform; backend; frontend; api; go; java,2026-05-11T20:31:48.000Z,senior
53,Excelente,99,GR8 Tech,Senior Frontend Developer for CRM Integrations Team,<https://himalayas.app/companies/gr8-tech/jobs/senior-frontend-developer-for-crm-integrations-team>,himalayas,Remote,Brazil-friendly remote,brazil_friendly,Senior,aws; javascript; typescript; reactjs; docker; html-css; gcp; azure; architecture; cloud; platform; backend; frontend; api; go; java; jest,2026-05-12T23:14:56.000Z,senior
54,Excelente,100,Halliburton,"Brazil - Remote: Back-end Developer (Rio de Janeiro, RJ, BR, 291941)",<https://himalayas.app/companies/halliburton/jobs/brazil-remote-back-end-developer-rio-de-janeiro-rj-br-291941>,himalayas,Remote / Brazil,Brazil-based or Remote Brazil,brazil,Pleno,aws; typescript; microservices; scrum; gcp; azure; architecture; cloud; platform; backend; api; go; python,2026-05-19T00:02:18.000Z,pleno
55,Excelente,100,Mídia 3 Tecnologia e Criação,Java Backend Developer,<https://programathor.com.br/jobs/33524-java-backend-developer>,programathor,Remoto,Brazil-based or Remote Brazil,brazil,Pleno,typescript; postgres; docker; backend; java,,pleno
56,Excelente,100,CI&T,"[Job - 28927] Senior Software Developer, Brazil",<https://himalayas.app/companies/ci-t/jobs/job-28927-senior-software-developer-brazil>,himalayas,Remote / Brazil,Brazil-based or Remote Brazil,brazil,Senior,typescript; microservices; azure; architecture; cloud; platform; backend; python; java,2026-05-21T04:46:28.000Z,senior
57,Excelente,100,"o9 Solutions, Inc.",Sr. DevOps Engineer,<https://himalayas.app/companies/o9-solutions-inc/jobs/sr-devops-engineer>,himalayas,Remote / Brazil,Brazil-based or Remote Brazil,brazil,Senior,aws; terraform; typescript; docker; gcp; azure; kubernetes; cloud; platform; go,2026-05-09T20:32:03.000Z,devops
58,Excelente,100,Melhor Plano,Engenheiro(a) de Dados Pleno,<https://programathor.com.br/jobs/33500-engenheiro-a-de-dados-pleno>,programathor,Remoto,Brazil-based or Remote Brazil,brazil,Pleno,aws; javascript; python; java,,pleno
59,Excelente,100,Thanx,Senior Software Developer,<https://himalayas.app/companies/thanx/jobs/senior-software-developer-4888623553>,himalayas,Remote / Brazil,Brazil-based or Remote Brazil,brazil,Senior,aws; terraform; typescript; reactjs; react-native; express; platform; backend; frontend; api; go,2026-05-18T06:29:41.000Z,senior
60,Excelente,98,CloudWalk,Backend Software Engineer Authentication,<https://himalayas.app/companies/cloudwalk/jobs/backend-software-engineer-authentication>,himalayas,Remote / Brazil,Brazil-based or Remote Brazil,brazil,Pleno,aws; terraform; typescript; gcp; cloud; backend,2026-05-08T05:31:48.000Z,pleno
61,Excelente,100,Customer.io,Senior Software Engineer - Email Channel,<https://himalayas.app/companies/customer-io/jobs/senior-software-engineer-email-channel>,himalayas,"Remote / Anguilla, Antigua and Barbuda, Argentina, Aruba, Bahamas, Barbados, Belize, Bermuda, Bolivia, Brazil, Canada, Chile, Colombia, Costa Rica, Cuba, Curaçao, Dominica, Dominican Republic, Ecuador, El Salvador, Greenland, Grenada, Guatemala, Guyana, Haiti, Honduras, Jamaica, Mexico, Nicaragua, Panama, Paraguay, Peru, Puerto Rico, Saint Kitts and Nevis, Saint Lucia, Saint Vincent and the Grenadines, Suriname, Trinidad and Tobago, United States, Uruguay, Venezuela",Brazil-friendly remote,brazil_friendly,Senior,aws; typescript; reactjs; gcp; distributed systems; architecture; cloud; platform; backend; frontend; api; go,2026-05-14T13:43:51.000Z,senior
62,Excelente,100,Neon,Software Engineer Manager - Afirmativa para Mulheres,<https://himalayas.app/companies/neon/jobs/software-engineer-manager-afirmativa-para-mulheres>,himalayas,Remote / Brazil,Brazil-based or Remote Brazil,brazil,Pleno,aws; microservices; architecture; cloud; backend; go; python,2026-05-20T14:58:57.000Z,pleno
