rank,fit,score,company,title,url,source,location,fit_reason,job_market,seniority,stack_signals,published_at,report_group
407,Razoavel,45,Siena AI,"Forward Deployed Product Manager, Agents",<https://himalayas.app/companies/siena-ai/jobs/forward-deployed-product-manager-agents>,himalayas,"Remote / Argentina, Brazil, Canada, Mexico, United States",Brazil-friendly remote,brazil_friendly,Unspecified,typescript,2026-05-16T21:04:55.000Z,management
408,Razoavel,46,Sparklight Enterprise,Product Manager (UCaas and VOIP),<https://himalayas.app/companies/sparklight/jobs/product-manager-ucaas-and-voip>,himalayas,Remote,Brazil-friendly remote,brazil_friendly,Unspecified,typescript,2026-05-20T05:18:47.000Z,management
409,Razoavel,47,Magic,"Quality Assurance & Regulatory Affairs Specialist - Freelance, Remote",<https://himalayas.app/companies/getmagic/jobs/quality-assurance-regulatory-affairs-specialist-freelance-remote-4494108123>,himalayas,Remote,worldwide-compatible remote,international,Pleno,typescript; go,2026-05-18T20:30:55.000Z,qa
410,Razoavel,47,Grafana Labs,Staff Backend Engineer - Adaptive Telemetry | Sweden | Remote,<https://job-boards.greenhouse.io/grafanalabs/jobs/5801260004>,greenhouse,Sweden (Remote),international fallback,international,Staff,typescript; docker; microservices; kubernetes; distributed systems; architecture; cloud; platform; backend; go; python,2026-02-12T14:37:44.000Z,staff
411,Razoavel,43,Vibra Energia,Desenvolvedor(a) Pl | Mobile (React Native e TypeScript),<https://vibraenergia.gupy.io/job/eyJqb2JJZCI6MTEyNDc4MzUsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal>,browser_mcp,Rio de Janeiro,Brazil-based or Remote Brazil,brazil,Pleno,typescript; reactjs; react-native,,pleno
412,Razoavel,42,Grafana Labs,"Senior Software Engineer - Grafana Databases, Managed Services | Ireland | Remote",<https://job-boards.greenhouse.io/grafanalabs/jobs/5989632004>,greenhouse,Republic of Ireland (Remote),international fallback,international,Senior,aws; terraform; javascript; typescript; postgres; gcp; azure; kubernetes; distributed systems; architecture; cloud; platform; backend; go,2026-05-07T14:17:47.000Z,senior
413,Razoavel,45,Grafana Labs,Staff Frontend Engineer - Observability Drilldown | EMEA | Remote,<https://job-boards.greenhouse.io/grafanalabs/jobs/5994761004>,greenhouse,Sweden (Remote),international fallback,international,Staff,typescript; reactjs; architecture; cloud; frontend; go,2026-05-13T10:38:09.000Z,staff
414,Razoavel,44,Ventures Lab,Product Owner - Player Account Management (PAM),<https://himalayas.app/companies/ventures-lab/jobs/product-owner-player-account-management-pam>,himalayas,Remote,worldwide-compatible remote,international,Unspecified,typescript; scrum; platform; api,2026-05-09T19:19:55.000Z,management
415,Razoavel,46,Infisical,Senior Full Stack Engineer (Americas),<https://jobs.ashbyhq.com/infisical/67d33206-c8f2-4e40-8af2-9eea1c05b31e>,ashby,North to South America,LATAM remote,latam,Senior,,,senior
416,Razoavel,45,Grafana Labs,Staff Frontend Engineer - Observability Drilldown | EMEA | Remote,<https://job-boards.greenhouse.io/grafanalabs/jobs/5994757004>,greenhouse,Republic of Ireland (Remote),international fallback,international,Staff,typescript; reactjs; architecture; cloud; frontend; go,2026-05-13T10:33:45.000Z,staff
417,Razoavel,29,Multimodal,Desenvolvedor (a) JavaScript,<https://multimodal.gupy.io/job/eyJqb2JJZCI6MTEzMzgyODgsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal>,browser_mcp,Recife,Brazil-based or Remote Brazil,brazil,Pleno,javascript; java,,pleno
418,Razoavel,29,Omni,Desenvolvedor Backend Java Sênior,<https://vemseromni.gupy.io/job/eyJqb2JJZCI6MTEyODYyNjAsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal>,browser_mcp,São Paulo,Brazil-based or Remote Brazil,brazil,Senior,backend; java,,senior
419,Razoavel,24,Elo,Engenheiro de Software Pleno | Backend Java,<https://vempraelo.gupy.io/job/eyJqb2JJZCI6MTExODM4MTIsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal>,browser_mcp,Barueri,Brazil-based or Remote Brazil,brazil,Pleno,backend; java,,pleno
420,Razoavel,26,Elo,Engenheiro de Software Sênior | Backend Java,<https://vempraelo.gupy.io/job/eyJqb2JJZCI6MTExODMwOTgsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal>,browser_mcp,Barueri,Brazil-based or Remote Brazil,brazil,Senior,backend; java,,senior
421,Razoavel,37,Grafana Labs,"Staff Software Engineer - Grafana Cloud Observability, Kubernetes Monitoring | Sweden | Remote",<https://job-boards.greenhouse.io/grafanalabs/jobs/5809259004>,greenhouse,Sweden (Remote),international fallback,international,Staff,typescript; kubernetes; distributed systems; cloud; platform; backend; go; python; java,2026-02-20T15:53:20.000Z,staff
422,Razoavel,41,Grafana Labs,Senior Backend Engineer - Grafana Search & Storage | Sweden | Remote,<https://job-boards.greenhouse.io/grafanalabs/jobs/5999664004>,greenhouse,Sweden (Remote),international fallback,international,Senior,typescript; kubernetes; distributed systems; cloud; platform; backend; go,2026-05-19T11:59:08.000Z,senior
423,Razoavel,39,Grafana Labs,Staff Backend Engineer - Grafana App Platform | Ireland | Remote,<https://job-boards.greenhouse.io/grafanalabs/jobs/5988519004>,greenhouse,Republic of Ireland (Remote),international fallback,international,Staff,typescript; architecture; cloud; platform; backend; go,2026-05-06T10:24:10.000Z,staff
424,Razoavel,41,Grafana Labs,Senior Backend Engineer - Grafana Search & Storage | Ireland | Remote,<https://job-boards.greenhouse.io/grafanalabs/jobs/5999661004>,greenhouse,Republic of Ireland (Remote),international fallback,international,Senior,typescript; kubernetes; distributed systems; cloud; platform; backend; go,2026-05-19T11:57:09.000Z,senior
425,Razoavel,40,Accuris,"Principal, Product Manager",<https://himalayas.app/companies/accuris/jobs/principal-product-manager>,himalayas,"Remote / Australia, Austria, Belgium, Brazil, Canada, Denmark, Finland, France, Germany, India, Ireland, Italy, Mexico, Netherlands, New Zealand, Norway, Singapore, South Africa, Spain, Sweden, Switzerland, United Kingdom, United States",Brazil-friendly remote,brazil_friendly,Principal,aws; typescript; express; platform; api; go,2026-05-17T15:47:36.000Z,management
426,Razoavel,36,NIO,Desenvolvedor SR (React Native / Node.js),<https://nio.gupy.io/job/eyJqb2JJZCI6MTA3OTYzODUsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal>,browser_mcp,Maceió,Brazil-friendly remote,brazil_friendly,Senior,javascript; reactjs; react-native; node,,senior
427,Razoavel,39,Grafana Labs,Staff Backend Engineer - Grafana App Platform | Sweden | Remote,<https://job-boards.greenhouse.io/grafanalabs/jobs/5988515004>,greenhouse,Sweden (Remote),international fallback,international,Staff,typescript; architecture; cloud; platform; backend; go,2026-05-06T10:24:12.000Z,staff
428,Razoavel,35,Arco Educação,Engineering Manager,<https://himalayas.app/companies/arco-educacao/jobs/engineering-manager>,himalayas,Remote,Brazil-friendly remote,brazil_friendly,Unspecified,go,2026-05-10T20:31:39.000Z,management
429,Razoavel,35,Close-up International,Desenvolvedor(a) Frontend (React) Pleno/Sênior,<https://close-up-international.gupy.io/job/eyJqb2JJZCI6MTEwNDY0NjIsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal>,browser_mcp,São Paulo,Brazil-based or Remote Brazil,brazil,Senior,reactjs; frontend,,senior
430,Razoavel,30,Empresa não informada,Desenvolvedor Back End (Node.Js / PHP / Laravel) – Pleno,<https://www.infojobs.com.br/vaga-de-desenvolvedor-back-end-nodejs-php-laravel-pleno-em-sao-paulo__11607826.aspx>,browser_mcp,"-sao-paulo__11607826.aspx"">",Brazil-friendly remote,brazil_friendly,Pleno,javascript; node; backend,,pleno
431,Razoavel,32,Montreal | Tecnologia e Inovação,Analista de Testes - Presencial /DF,<https://montreal.gupy.io/job/eyJqb2JJZCI6MTEzMjU2NTYsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal>,browser_mcp,Brasília,Brazil-based or Remote Brazil,brazil,Pleno,,,qa
432,Razoavel,34,Grafana Labs,Senior Developer Advocacy Engineer | Sweden | Remote,<https://job-boards.greenhouse.io/grafanalabs/jobs/5850086004>,greenhouse,Sweden (Remote),international fallback,international,Senior,typescript; kubernetes; architecture; cloud; platform; backend; frontend; go,2026-04-06T20:46:28.000Z,senior
433,Razoavel,35,Close-up International,Desenvolvedor(a) Frontend Sênior (React) – Especialista em Salesforce,<https://close-up-international.gupy.io/job/eyJqb2JJZCI6MTEwNzg0OTMsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal>,browser_mcp,São Paulo,Brazil-based or Remote Brazil,brazil,Senior,reactjs; frontend,,senior
434,Razoavel,31,Talent Group,11217 - Analista Desenvolvedor Fullstack (Node + React),<https://www.vagas.com.br/vagas/v2809616/11217-analista-desenvolvedor-fullstack-node-react>,browser_mcp,,Brazil-friendly remote,brazil_friendly,Pleno,reactjs; node,,pleno
435,Razoavel,31,Talent Group,11242 - Desenvolvedor Fullstack (Node + React),<https://www.vagas.com.br/vagas/v2815140/11242-desenvolvedor-fullstack-node-react>,browser_mcp,100% Home Office,Brazil-friendly remote,brazil_friendly,Pleno,reactjs; node,,pleno
436,Razoavel,34,Grafana Labs,Senior Developer Advocacy Engineer | Ireland | Remote,<https://job-boards.greenhouse.io/grafanalabs/jobs/5850079004>,greenhouse,Republic of Ireland (Remote),international fallback,international,Senior,typescript; kubernetes; architecture; cloud; platform; backend; frontend; go,2026-04-06T20:46:25.000Z,senior
437,Razoavel,14,Empresa não informada,Desenvolvedor Full Stack - PHP/Typescript (Trainee/Júnior),<https://www.infojobs.com.br/vaga-de-desenvolvedor-full-stack-phptypescript-traineejunior-em-santa-catarina__11642934.aspx>,browser_mcp,"-santa-catarina__11642934.aspx"">",Brazil-friendly remote,brazil_friendly,Junior,typescript,,junior
438,Razoavel,26,Talent Group,11232 - Desenvolvedor Front-End React,<https://www.vagas.com.br/vagas/v2812624/11232-desenvolvedor-front-end-react>,browser_mcp,100% Home Office,Brazil-friendly remote,brazil_friendly,Pleno,reactjs; frontend,,pleno
439,Razoavel,27,Darede,Arquiteto(a) de Soluções Pleno / Pré-Vendas AWS,<https://darede.gupy.io/job/eyJqb2JJZCI6MTEyNjU2OTcsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal>,browser_mcp,Barueri,Brazil-based or Remote Brazil,brazil,Architect,aws,,arq
440,Razoavel,24,Inspira Rede de Educadores,Desenvolvedor(a) Mobile/Fullstack Pleno (React Native),<https://redeinspiraeducadores.gupy.io/job/eyJqb2JJZCI6MTEyOTgwNzcsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal>,browser_mcp,Blumenau,Brazil-friendly remote,brazil_friendly,Pleno,reactjs; react-native,,pleno
441,Razoavel,29,Empresa não informada,Desenvolvedor Full Stack Javascript/Typescript,<https://www.infojobs.com.br/vaga-de-desenvolvedor-full-stack-javascripttypescript-em-minas-gerais__11518124.aspx>,browser_mcp,"-minas-gerais__11518124.aspx"">",Brazil-friendly remote,brazil_friendly,Pleno,javascript; typescript; java,,pleno
442,Razoavel,27,Empresa não informada,Desenvolvedor(A) Node.Js,<https://www.infojobs.com.br/vaga-de-desenvolvedora-nodejs-em-sao-paulo__11621968.aspx>,browser_mcp,"-sao-paulo__11621968.aspx"">",Brazil-friendly remote,brazil_friendly,Pleno,javascript; node,,pleno
443,Razoavel,29,Empresa não informada,Devops SENIOR – 100% REMOTO,<https://www.infojobs.com.br/vaga-de-devops-senior-100-remoto-em-rio-janeiro__11368645.aspx>,browser_mcp,"oto-em-rio-janeiro__11368645.aspx"">",Brazil-friendly remote,brazil_friendly,Senior,,,devops
444,Razoavel,27,Empresa não informada,#5495 - Senior Full Stack Engineer (Java / React),<https://www.infojobs.com.br/vaga-de-5495-senior-full-stack-engineer-java-react-em-minas-gerais__11601180.aspx>,browser_mcp,"-minas-gerais__11601180.aspx"">",Brazil-friendly remote,brazil_friendly,Senior,reactjs; java,,senior
445,Razoavel,7,Grupo OLX,Pessoa Desenvolvedora Front-end Pleno - Autos 360,<https://vemsergrupoolx.gupy.io/job/eyJqb2JJZCI6MTEyODc4OTQsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal>,browser_mcp,Blumenau,Brazil-friendly remote,brazil_friendly,Pleno,frontend,,pleno
446,Razoavel,10,Tokio Marine Seguradora,Analista de Sistemas Pleno (Fullstack),<https://tokiomarine.gupy.io/job/eyJqb2JJZCI6MTEzMzQ4MzcsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal>,browser_mcp,São Paulo,Brazil-based or Remote Brazil,brazil,Pleno,,,pleno
447,Razoavel,23,Grafana Labs,Engineering Manager - Mimirl | Sweden | Remote,<https://job-boards.greenhouse.io/grafanalabs/jobs/5978626004>,greenhouse,Sweden (Remote),international fallback,international,Unspecified,aws; javascript; typescript; microservices; gcp; azure; kubernetes; distributed systems; cloud; platform; go,2026-05-11T13:01:38.000Z,management
448,Razoavel,18,VENHA SER #SANGUELARANJA 🧡🚀,Desenvolvedor(a) Fullstack Java - Pleno,<https://fcamara.gupy.io/job/eyJqb2JJZCI6MTEzMjM5MjMsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal>,browser_mcp,São Paulo,Brazil-based or Remote Brazil,brazil,Pleno,java,,pleno
449,Razoavel,21,Stripe,"Engineering Manager, LATAM Payments Experiences",<https://stripe.com/jobs/search?gh_jid=7909561>,greenhouse,Sao Paulo ,Brazil-based or Remote Brazil,brazil,Unspecified,typescript; platform; backend,2026-05-08T21:25:01.000Z,management
450,Razoavel,18,Encontre aqui uma vaga na Logicalis Brasil,Solution Architect Especialista (AIOps &amp; Observability),<https://vagaslogicalisbrasil.gupy.io/job/eyJqb2JJZCI6MTEwNjc2MjEsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal>,browser_mcp,São Paulo,Brazil-based or Remote Brazil,brazil,Architect,,,arq
451,Razoavel,23,Grafana Labs,Engineering Manager - Mimirl | Ireland | Remote,<https://job-boards.greenhouse.io/grafanalabs/jobs/5978631004>,greenhouse,Republic of Ireland (Remote),international fallback,international,Unspecified,aws; javascript; typescript; microservices; gcp; azure; kubernetes; distributed systems; cloud; platform; go,2026-05-11T12:59:27.000Z,management
452,Razoavel,20,Globo,Arquiteta de Soluções Pleno em Infra e Telecom | Arquitetura de Tecnologia - Vaga exclusiva para Mulheres 👩,<https://globo.gupy.io/job/eyJqb2JJZCI6MTEyNjc2OTQsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal>,browser_mcp,Rio de Janeiro,Brazil-based or Remote Brazil,brazil,Architect,architecture,,arq
453,Razoavel,21,Empresa não informada,WHIRLPOOL - Desenvolvedor Javascript Com Foco Em Analise De Dados,<https://www.infojobs.com.br/vaga-de-whirlpool-desenvolvedor-javascript-foco-analise-dados-em-santa-catarina__11582853.aspx>,browser_mcp,"-santa-catarina__11582853.aspx"">",Brazil-friendly remote,brazil_friendly,Pleno,javascript; java,,pleno
454,Razoavel,18,VENHA SER #SANGUELARANJA 🧡🚀,Arquiteto de Soluções - Sênior,<https://fcamara.gupy.io/job/eyJqb2JJZCI6MTEzMjUxNDgsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal>,browser_mcp,São Paulo,Brazil-based or Remote Brazil,brazil,Architect,,,arq
455,Razoavel,18,Encontre aqui uma vaga na Logicalis Brasil,Solution Architect – Telco (Pré-Vendas),<https://vagaslogicalisbrasil.gupy.io/job/eyJqb2JJZCI6MTExNTA5MDcsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal>,browser_mcp,São Paulo,Brazil-based or Remote Brazil,brazil,Architect,,,arq
456,Razoavel,18,Supabase,Product Manager - Security & Trust (EMEA/AMER),<https://jobs.ashbyhq.com/supabase/b8010a28-109c-46a9-b8b7-c7f9b24077fa>,ashby,"AMER, Europe",worldwide-compatible remote,international,Unspecified,,,management
457,Razoavel,19,PagBank,Engenheiro de Software Jr. (Java),<https://pagseguro.gupy.io/job/eyJqb2JJZCI6MTEyMjk3MjgsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal>,browser_mcp,São Paulo,Brazil-based or Remote Brazil,brazil,Junior,java,,junior
458,Razoavel,22,Empresa não informada,Desenvolvedor(A) Front-End React,<https://www.infojobs.com.br/vaga-de-desenvolvedora-front-end-react-em-sao-paulo__11639438.aspx>,browser_mcp,"-sao-paulo__11639438.aspx"">",Brazil-friendly remote,brazil_friendly,Pleno,reactjs; frontend,,pleno
459,Razoavel,19,Núclea,Arquiteto de Software Especialista (Java),<https://nuclea.gupy.io/job/eyJqb2JJZCI6MTExODc5NDIsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal>,browser_mcp,São Paulo,Brazil-based or Remote Brazil,brazil,Architect,java,,arq
460,Razoavel,18,Porto,Arquiteto de Soluções Espec. (Foco em Engenharia),<https://porto.gupy.io/job/eyJqb2JJZCI6MTExNTc0NzgsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal>,browser_mcp,São Paulo,Brazil-based or Remote Brazil,brazil,Architect,,,arq
461,Razoavel,0,True,Desenvolvedor Júnior | Automação e IA para Operações,<https://vagastruebrands.gupy.io/job/eyJqb2JJZCI6MTEzMTQ0MzYsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal>,browser_mcp,Vitória,Brazil-friendly remote,brazil_friendly,Junior,,,junior
462,Razoavel,0,Empresa não informada,Desenvolvedor De Software,<https://www.infojobs.com.br/vaga-de-desenvolvedor-software-em-rio-janeiro__11642641.aspx>,browser_mcp,"-rio-janeiro__11642641.aspx"">",Brazil-friendly remote,brazil_friendly,Pleno,,,pleno
463,Razoavel,0,Winover,Desenvolvedor Mobile Pleno/Sênior,<https://vemserwinover.gupy.io/job/eyJqb2JJZCI6MTEzMTk3MjgsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal>,browser_mcp,Mogi das Cruzes,Brazil-friendly remote,brazil_friendly,Senior,,,senior
464,Razoavel,0,Empresa não informada,Desenvolvedor(A) Full Stack Pleno,<https://www.infojobs.com.br/vaga-de-desenvolvedora-full-stack-pleno-em-sao-paulo__11643708.aspx>,browser_mcp,"-sao-paulo__11643708.aspx"">",Brazil-friendly remote,brazil_friendly,Pleno,,,pleno
465,Razoavel,0,Empresa não informada,Analista De Qualidade Industrial,<https://www.infojobs.com.br/vaga-de-analista-qualidade-industrial-em-minas-gerais__11644092.aspx>,browser_mcp,"-minas-gerais__11644092.aspx"">",Brazil-friendly remote,brazil_friendly,Pleno,,,qa
